location,user_id,session_id,duration_hours,energy,start_date,start_time,end_date,end_time,start_hour,end_hour,month,day,duration_minutes,day_type,user_id_num,abs_start,abs_end,arrival_hour
CH92,KR_U283,KR1959,5.133333333333334,35.9,2021-12-05,18:03:00.0,2021-12-05,23:11:00.0,18,23,December,Sunday,308.0,Weekend,52,2021-12-05T18:03:00.0,2021-12-05T23:11:00.0,18.05
CH92,KR_U283,KR1960,5.216666666666667,36.4,2021-12-29,18:01:00.0,2021-12-29,23:14:00.0,18,23,December,Wednesday,313.0,Weekday,52,2021-12-29T18:01:00.0,2021-12-29T23:14:00.0,18.016666666666666
CH92,KR_U283,KR1961,3.433333333333333,23.9,2021-11-06,18:15:00.0,2021-11-06,21:41:00.0,18,21,November,Saturday,206.0,Weekend,52,2021-11-06T18:15:00.0,2021-11-06T21:41:00.0,18.25
CH123,KR_U42,KR2057,0.26666666666666666,1.9,2022-08-06,10:43:00.0,2022-08-06,10:59:00.0,10,10,August,Saturday,16.0,Weekend,8,2022-08-06T10:43:00.0,2022-08-06T10:59:00.0,10.716666666666667
CH123,KR_U42,KR2058,3.183333333333333,23.2,2022-08-26,08:58:00.0,2022-08-26,12:09:00.0,8,12,August,Friday,191.0,Weekday,8,2022-08-26T08:58:00.0,2022-08-26T12:09:00.0,8.966666666666667
CH123,KR_U42,KR2059,0.2833333333333333,2.1,2022-08-16,15:48:00.0,2022-08-16,16:05:00.0,15,16,August,Tuesday,17.0,Weekday,8,2022-08-16T15:48:00.0,2022-08-16T16:05:00.0,15.8
CH123,KR_U42,KR2060,1.5333333333333334,11.1,2022-08-16,11:44:00.0,2022-08-16,13:16:00.0,11,13,August,Tuesday,92.0,Weekday,8,2022-08-16T11:44:00.0,2022-08-16T13:16:00.0,11.733333333333333
CH123,KR_U42,KR2061,4.283333333333333,31.0,2022-07-18,21:27:00.0,2022-07-19,01:44:00.0,21,1,July,Monday,257.0,Weekday,8,2022-07-18T21:27:00.0,2022-07-19T01:44:00.0,21.45
CH123,KR_U42,KR2062,3.0166666666666666,21.8,2022-07-25,13:18:00.0,2022-07-25,16:19:00.0,13,16,July,Monday,181.0,Weekday,8,2022-07-25T13:18:00.0,2022-07-25T16:19:00.0,13.3
CH123,KR_U42,KR2063,2.4833333333333334,17.9,2022-07-26,13:37:00.0,2022-07-26,16:06:00.0,13,16,July,Tuesday,149.0,Weekday,8,2022-07-26T13:37:00.0,2022-07-26T16:06:00.0,13.616666666666667
CH123,KR_U42,KR2064,2.933333333333333,21.2,2022-04-13,21:42:00.0,2022-04-14,00:38:00.0,21,0,April,Wednesday,176.0,Weekday,8,2022-04-13T21:42:00.0,2022-04-14T00:38:00.0,21.7
CH123,KR_U42,KR2065,2.2333333333333334,16.29,2022-04-26,22:07:00.0,2022-04-27,00:21:00.0,22,0,April,Tuesday,134.0,Weekday,8,2022-04-26T22:07:00.0,2022-04-27T00:21:00.0,22.116666666666667
CH123,KR_U64,KR2066,2.05,13.8,2022-09-29,07:08:00.0,2022-09-29,09:11:00.0,7,9,September,Thursday,122.99999999999999,Weekday,9,2022-09-29T07:08:00.0,2022-09-29T09:11:00.0,7.133333333333334
CH123,KR_U64,KR2067,2.6,17.5,2022-07-29,07:29:00.0,2022-07-29,10:05:00.0,7,10,July,Friday,156.0,Weekday,9,2022-07-29T07:29:00.0,2022-07-29T10:05:00.0,7.483333333333333
CH123,KR_U64,KR2068,2.3666666666666667,15.9,2022-06-29,17:02:00.0,2022-06-29,19:24:00.0,17,19,June,Wednesday,142.0,Weekday,9,2022-06-29T17:02:00.0,2022-06-29T19:24:00.0,17.033333333333335
CH123,KR_U64,KR2069,3.5,24.0,2022-05-29,01:37:00.0,2022-05-29,05:07:00.0,1,5,May,Sunday,210.0,Weekend,9,2022-05-29T01:37:00.0,2022-05-29T05:07:00.0,1.6166666666666667
CH123,KR_U64,KR2070,1.6833333333333333,8.5,2021-10-19,04:50:00.0,2021-10-19,06:31:00.0,4,6,October,Tuesday,101.0,Weekday,9,2021-10-19T04:50:00.0,2021-10-19T06:31:00.0,4.833333333333333
CH123,KR_U186,KR2164,10.433333333333334,19.9,2022-09-13,19:44:00.0,2022-09-14,06:10:00.0,19,6,September,Tuesday,626.0,Weekday,13,2022-09-13T19:44:00.0,2022-09-14T06:10:00.0,19.733333333333334
CH123,KR_U186,KR2165,10.866666666666667,25.79,2022-08-14,12:18:00.0,2022-08-14,23:10:00.0,12,23,August,Sunday,652.0,Weekend,13,2022-08-14T12:18:00.0,2022-08-14T23:10:00.0,12.3
CH123,KR_U186,KR2166,10.383333333333333,24.0,2022-08-11,21:47:00.0,2022-08-12,08:10:00.0,21,8,August,Thursday,623.0,Weekday,13,2022-08-11T21:47:00.0,2022-08-12T08:10:00.0,21.783333333333335
CH123,KR_U186,KR2167,10.383333333333333,23.9,2022-08-08,19:47:00.0,2022-08-09,06:10:00.0,19,6,August,Monday,623.0,Weekday,13,2022-08-08T19:47:00.0,2022-08-09T06:10:00.0,19.783333333333335
CH123,KR_U186,KR2168,1.0166666666666666,6.7,2022-07-20,12:47:00.0,2022-07-20,13:48:00.0,12,13,July,Wednesday,61.0,Weekday,13,2022-07-20T12:47:00.0,2022-07-20T13:48:00.0,12.783333333333333
CH123,KR_U186,KR2169,4.8,20.5,2022-06-10,18:37:00.0,2022-06-10,23:25:00.0,18,23,June,Friday,288.0,Weekday,13,2022-06-10T18:37:00.0,2022-06-10T23:25:00.0,18.616666666666667
CH123,KR_U186,KR2170,5.05,20.7,2022-06-17,18:43:00.0,2022-06-17,23:46:00.0,18,23,June,Friday,303.0,Weekday,13,2022-06-17T18:43:00.0,2022-06-17T23:46:00.0,18.716666666666665
CH123,KR_U186,KR2171,0.9333333333333333,6.2,2022-06-29,12:32:00.0,2022-06-29,13:28:00.0,12,13,June,Wednesday,56.0,Weekday,13,2022-06-29T12:32:00.0,2022-06-29T13:28:00.0,12.533333333333333
CH123,KR_U186,KR2172,4.85,20.6,2022-05-29,14:23:00.0,2022-05-29,19:14:00.0,14,19,May,Sunday,291.0,Weekend,13,2022-05-29T14:23:00.0,2022-05-29T19:14:00.0,14.383333333333333
CH123,KR_U186,KR2173,0.1,0.6,2022-04-12,19:05:00.0,2022-04-12,19:11:00.0,19,19,April,Tuesday,6.0,Weekday,13,2022-04-12T19:05:00.0,2022-04-12T19:11:00.0,19.083333333333332
CH123,KR_U186,KR2174,4.383333333333334,16.2,2022-04-12,21:00:00.0,2022-04-13,01:23:00.0,21,1,April,Tuesday,263.0,Weekday,13,2022-04-12T21:00:00.0,2022-04-13T01:23:00.0,21.0
CH123,KR_U186,KR2175,5.283333333333333,18.1,2022-04-20,19:33:00.0,2022-04-21,00:50:00.0,19,0,April,Wednesday,317.0,Weekday,13,2022-04-20T19:33:00.0,2022-04-21T00:50:00.0,19.55
CH123,KR_U186,KR2176,3.95,18.29,2022-03-11,21:03:00.0,2022-03-12,01:00:00.0,21,1,March,Friday,237.0,Weekday,13,2022-03-11T21:03:00.0,2022-03-12T01:00:00.0,21.05
CH123,KR_U186,KR2177,3.8666666666666667,19.3,2022-03-24,19:27:00.0,2022-03-24,23:19:00.0,19,23,March,Thursday,232.0,Weekday,13,2022-03-24T19:27:00.0,2022-03-24T23:19:00.0,19.45
CH123,KR_U186,KR2178,4.1,13.39,2022-02-08,19:08:00.0,2022-02-08,23:14:00.0,19,23,February,Tuesday,245.99999999999997,Weekday,13,2022-02-08T19:08:00.0,2022-02-08T23:14:00.0,19.133333333333333
CH123,KR_U186,KR2179,5.85,22.0,2022-01-07,19:00:00.0,2022-01-08,00:51:00.0,19,0,January,Friday,351.0,Weekday,13,2022-01-07T19:00:00.0,2022-01-08T00:51:00.0,19.0
CH123,KR_U186,KR2180,4.233333333333333,18.79,2022-01-22,22:12:00.0,2022-01-23,02:26:00.0,22,2,January,Saturday,254.0,Weekend,13,2022-01-22T22:12:00.0,2022-01-23T02:26:00.0,22.2
CH123,KR_U186,KR2181,4.2,18.9,2021-12-06,19:21:00.0,2021-12-06,23:33:00.0,19,23,December,Monday,252.0,Weekday,13,2021-12-06T19:21:00.0,2021-12-06T23:33:00.0,19.35
CH123,KR_U186,KR2182,3.9166666666666665,19.2,2021-12-09,18:58:00.0,2021-12-09,22:53:00.0,18,22,December,Thursday,235.0,Weekday,13,2021-12-09T18:58:00.0,2021-12-09T22:53:00.0,18.966666666666665
CH123,KR_U186,KR2183,3.6666666666666665,13.4,2021-12-28,18:37:00.0,2021-12-28,22:17:00.0,18,22,December,Tuesday,220.0,Weekday,13,2021-12-28T18:37:00.0,2021-12-28T22:17:00.0,18.616666666666667
CH123,KR_U186,KR2184,5.066666666666666,19.1,2021-12-30,19:25:00.0,2021-12-31,00:29:00.0,19,0,December,Thursday,304.0,Weekday,13,2021-12-30T19:25:00.0,2021-12-31T00:29:00.0,19.416666666666668
CH123,KR_U186,KR2185,5.433333333333334,21.1,2021-10-11,18:57:00.0,2021-10-12,00:23:00.0,18,0,October,Monday,326.0,Weekday,13,2021-10-11T18:57:00.0,2021-10-12T00:23:00.0,18.95
CH123,KR_U186,KR2186,4.35,21.2,2021-10-28,18:38:00.0,2021-10-28,22:59:00.0,18,22,October,Thursday,261.0,Weekday,13,2021-10-28T18:38:00.0,2021-10-28T22:59:00.0,18.633333333333333
CH123,KR_U199,KR2187,1.95,13.6,2022-09-27,21:57:00.0,2022-09-27,23:54:00.0,21,23,September,Tuesday,117.0,Weekday,14,2022-09-27T21:57:00.0,2022-09-27T23:54:00.0,21.95
CH123,KR_U199,KR2188,1.7833333333333334,12.5,2022-09-20,21:46:00.0,2022-09-20,23:33:00.0,21,23,September,Tuesday,107.0,Weekday,14,2022-09-20T21:46:00.0,2022-09-20T23:33:00.0,21.766666666666666
CH123,KR_U199,KR2189,10.983333333333333,17.6,2022-08-09,20:11:00.0,2022-08-10,07:10:00.0,20,7,August,Tuesday,659.0,Weekday,14,2022-08-09T20:11:00.0,2022-08-10T07:10:00.0,20.183333333333334
CH123,KR_U199,KR2190,1.8666666666666667,12.79,2022-08-08,14:21:00.0,2022-08-08,16:13:00.0,14,16,August,Monday,112.0,Weekday,14,2022-08-08T14:21:00.0,2022-08-08T16:13:00.0,14.35
CH123,KR_U199,KR2191,10.566666666666666,17.6,2022-08-05,19:36:00.0,2022-08-06,06:10:00.0,19,6,August,Friday,634.0,Weekday,14,2022-08-05T19:36:00.0,2022-08-06T06:10:00.0,19.6
CH123,KR_U199,KR2192,2.35,16.2,2022-08-04,14:50:00.0,2022-08-04,17:11:00.0,14,17,August,Thursday,141.0,Weekday,14,2022-08-04T14:50:00.0,2022-08-04T17:11:00.0,14.833333333333334
CH123,KR_U199,KR2193,1.9333333333333333,13.6,2022-08-23,22:19:00.0,2022-08-24,00:15:00.0,22,0,August,Tuesday,116.0,Weekday,14,2022-08-23T22:19:00.0,2022-08-24T00:15:00.0,22.316666666666666
CH123,KR_U199,KR2194,0.1,0.7,2022-07-22,22:51:00.0,2022-07-22,22:57:00.0,22,22,July,Friday,6.0,Weekday,14,2022-07-22T22:51:00.0,2022-07-22T22:57:00.0,22.85
CH123,KR_U199,KR2195,1.3666666666666667,9.5,2022-07-28,16:50:00.0,2022-07-28,18:12:00.0,16,18,July,Thursday,82.0,Weekday,14,2022-07-28T16:50:00.0,2022-07-28T18:12:00.0,16.833333333333332
CH123,KR_U199,KR2196,2.35,16.6,2022-06-13,20:11:00.0,2022-06-13,22:32:00.0,20,22,June,Monday,141.0,Weekday,14,2022-06-13T20:11:00.0,2022-06-13T22:32:00.0,20.183333333333334
CH123,KR_U199,KR2197,3.316666666666667,23.2,2022-06-20,19:37:00.0,2022-06-20,22:56:00.0,19,22,June,Monday,199.0,Weekday,14,2022-06-20T19:37:00.0,2022-06-20T22:56:00.0,19.616666666666667
CH123,KR_U199,KR2198,1.5,10.4,2022-06-26,19:44:00.0,2022-06-26,21:14:00.0,19,21,June,Sunday,90.0,Weekend,14,2022-06-26T19:44:00.0,2022-06-26T21:14:00.0,19.733333333333334
CH123,KR_U199,KR2199,1.7833333333333334,12.5,2022-06-27,18:58:00.0,2022-06-27,20:45:00.0,18,20,June,Monday,107.0,Weekday,14,2022-06-27T18:58:00.0,2022-06-27T20:45:00.0,18.966666666666665
CH123,KR_U199,KR2200,3.35,20.7,2022-05-01,17:09:00.0,2022-05-01,20:30:00.0,17,20,May,Sunday,201.0,Weekend,14,2022-05-01T17:09:00.0,2022-05-01T20:30:00.0,17.15
CH123,KR_U199,KR2201,2.183333333333333,15.2,2022-05-03,20:07:00.0,2022-05-03,22:18:00.0,20,22,May,Tuesday,131.0,Weekday,14,2022-05-03T20:07:00.0,2022-05-03T22:18:00.0,20.116666666666667
CH123,KR_U199,KR2202,2.1666666666666665,15.0,2022-05-09,20:57:00.0,2022-05-09,23:07:00.0,20,23,May,Monday,130.0,Weekday,14,2022-05-09T20:57:00.0,2022-05-09T23:07:00.0,20.95
CH123,KR_U199,KR2203,1.9166666666666667,13.4,2022-05-25,20:39:00.0,2022-05-25,22:34:00.0,20,22,May,Wednesday,115.0,Weekday,14,2022-05-25T20:39:00.0,2022-05-25T22:34:00.0,20.65
CH123,KR_U199,KR2204,1.95,13.8,2022-04-19,20:35:00.0,2022-04-19,22:32:00.0,20,22,April,Tuesday,117.0,Weekday,14,2022-04-19T20:35:00.0,2022-04-19T22:32:00.0,20.583333333333332
CH123,KR_U199,KR2205,3.283333333333333,23.2,2022-04-23,16:49:00.0,2022-04-23,20:06:00.0,16,20,April,Saturday,197.0,Weekend,14,2022-04-23T16:49:00.0,2022-04-23T20:06:00.0,16.816666666666666
CH123,KR_U291,KR2232,10.85,51.1,2022-09-11,18:19:00.0,2022-09-12,05:10:00.0,18,5,September,Sunday,651.0,Weekend,18,2022-09-11T18:19:00.0,2022-09-12T05:10:00.0,18.316666666666666
CH123,KR_U291,KR2233,2.2666666666666666,16.3,2022-09-17,14:13:00.0,2022-09-17,16:29:00.0,14,16,September,Saturday,136.0,Weekend,18,2022-09-17T14:13:00.0,2022-09-17T16:29:00.0,14.216666666666667
CH123,KR_U291,KR2234,10.5,29.8,2022-07-06,18:40:00.0,2022-07-07,05:10:00.0,18,5,July,Wednesday,630.0,Weekday,18,2022-07-06T18:40:00.0,2022-07-07T05:10:00.0,18.666666666666668
CH123,KR_U291,KR2235,3.2,23.0,2022-06-12,18:22:00.0,2022-06-12,21:34:00.0,18,21,June,Sunday,192.0,Weekend,18,2022-06-12T18:22:00.0,2022-06-12T21:34:00.0,18.366666666666667
CH123,KR_U291,KR2236,0.25,1.8,2022-05-05,17:23:00.0,2022-05-05,17:38:00.0,17,17,May,Thursday,15.0,Weekday,18,2022-05-05T17:23:00.0,2022-05-05T17:38:00.0,17.383333333333333
CH123,KR_U291,KR2237,4.3,31.0,2022-04-23,20:31:00.0,2022-04-24,00:49:00.0,20,0,April,Saturday,258.0,Weekend,18,2022-04-23T20:31:00.0,2022-04-24T00:49:00.0,20.516666666666666
CH123,KR_U291,KR2238,3.65,26.4,2022-03-09,19:02:00.0,2022-03-09,22:41:00.0,19,22,March,Wednesday,219.0,Weekday,18,2022-03-09T19:02:00.0,2022-03-09T22:41:00.0,19.033333333333335
CH123,KR_U291,KR2239,2.716666666666667,19.7,2022-03-12,14:23:00.0,2022-03-12,17:06:00.0,14,17,March,Saturday,163.0,Weekend,18,2022-03-12T14:23:00.0,2022-03-12T17:06:00.0,14.383333333333333
CH123,KR_U291,KR2240,3.7333333333333334,26.9,2022-01-02,16:43:00.0,2022-01-02,20:27:00.0,16,20,January,Sunday,224.0,Weekend,18,2022-01-02T16:43:00.0,2022-01-02T20:27:00.0,16.716666666666665
CH123,KR_U291,KR2241,2.5,18.2,2021-11-12,13:30:00.0,2021-11-12,16:00:00.0,13,16,November,Friday,150.0,Weekday,18,2021-11-12T13:30:00.0,2021-11-12T16:00:00.0,13.5
CH123,KR_U291,KR2242,1.0166666666666666,7.3,2021-11-21,12:52:00.0,2021-11-21,13:53:00.0,12,13,November,Sunday,61.0,Weekend,18,2021-11-21T12:52:00.0,2021-11-21T13:53:00.0,12.866666666666667
CH123,KR_U291,KR2243,1.2,8.6,2021-11-23,17:25:00.0,2021-11-23,18:37:00.0,17,18,November,Tuesday,72.0,Weekday,18,2021-11-23T17:25:00.0,2021-11-23T18:37:00.0,17.416666666666668
CH123,KR_U291,KR2244,3.0166666666666666,21.8,2021-11-23,21:34:00.0,2021-11-24,00:35:00.0,21,0,November,Tuesday,181.0,Weekday,18,2021-11-23T21:34:00.0,2021-11-24T00:35:00.0,21.566666666666666
CH123,KR_U291,KR2245,5.516666666666667,39.5,2021-10-09,18:45:00.0,2021-10-10,00:16:00.0,18,0,October,Saturday,331.0,Weekend,18,2021-10-09T18:45:00.0,2021-10-10T00:16:00.0,18.75
CH140,KR_U280,KR2300,10.116666666666667,52.2,2022-09-26,23:03:00.0,2022-09-27,09:10:00.0,23,9,September,Monday,607.0,Weekday,30,2022-09-26T23:03:00.0,2022-09-27T09:10:00.0,23.05
CH140,KR_U280,KR2301,10.2,60.8,2022-08-13,06:42:00.0,2022-08-13,16:54:00.0,6,16,August,Saturday,612.0,Weekend,30,2022-08-13T06:42:00.0,2022-08-13T16:54:00.0,6.7
CH140,KR_U280,KR2302,10.466666666666667,59.6,2022-08-06,06:38:00.0,2022-08-06,17:06:00.0,6,17,August,Saturday,628.0,Weekend,30,2022-08-06T06:38:00.0,2022-08-06T17:06:00.0,6.633333333333333
CH140,KR_U280,KR2303,5.983333333333333,40.1,2022-07-13,05:40:00.0,2022-07-13,11:39:00.0,5,11,July,Wednesday,359.0,Weekday,30,2022-07-13T05:40:00.0,2022-07-13T11:39:00.0,5.666666666666667
CH140,KR_U280,KR2304,8.883333333333333,46.89,2022-07-15,05:59:00.0,2022-07-15,14:52:00.0,5,14,July,Friday,533.0,Weekday,30,2022-07-15T05:59:00.0,2022-07-15T14:52:00.0,5.983333333333333
CH140,KR_U280,KR2305,8.8,46.1,2022-07-23,05:41:00.0,2022-07-23,14:29:00.0,5,14,July,Saturday,528.0,Weekend,30,2022-07-23T05:41:00.0,2022-07-23T14:29:00.0,5.683333333333334
CH140,KR_U280,KR2306,7.333333333333333,49.4,2022-06-07,06:46:00.0,2022-06-07,14:06:00.0,6,14,June,Tuesday,440.0,Weekday,30,2022-06-07T06:46:00.0,2022-06-07T14:06:00.0,6.766666666666667
CH140,KR_U280,KR2307,7.916666666666667,40.0,2022-06-19,02:42:00.0,2022-06-19,10:37:00.0,2,10,June,Sunday,475.0,Weekend,30,2022-06-19T02:42:00.0,2022-06-19T10:37:00.0,2.7
CH140,KR_U280,KR2308,1.5833333333333333,10.5,2022-06-28,00:37:00.0,2022-06-28,02:12:00.0,0,2,June,Tuesday,95.0,Weekday,30,2022-06-28T00:37:00.0,2022-06-28T02:12:00.0,0.6166666666666667
CH140,KR_U280,KR2309,6.116666666666666,41.3,2022-05-04,03:18:00.0,2022-05-04,09:25:00.0,3,9,May,Wednesday,367.0,Weekday,30,2022-05-04T03:18:00.0,2022-05-04T09:25:00.0,3.3
CH140,KR_U280,KR2310,6.883333333333334,46.89,2022-05-22,05:49:00.0,2022-05-22,12:42:00.0,5,12,May,Sunday,413.0,Weekend,30,2022-05-22T05:49:00.0,2022-05-22T12:42:00.0,5.816666666666666
CH140,KR_U280,KR2311,7.283333333333333,49.0,2022-05-31,06:51:00.0,2022-05-31,14:08:00.0,6,14,May,Tuesday,437.0,Weekday,30,2022-05-31T06:51:00.0,2022-05-31T14:08:00.0,6.85
CH140,KR_U280,KR2312,8.366666666666667,56.29,2022-04-03,01:13:00.0,2022-04-03,09:35:00.0,1,9,April,Sunday,502.0,Weekend,30,2022-04-03T01:13:00.0,2022-04-03T09:35:00.0,1.2166666666666668
CH140,KR_U280,KR2313,3.3333333333333335,22.6,2022-04-10,00:29:00.0,2022-04-10,03:49:00.0,0,3,April,Sunday,200.0,Weekend,30,2022-04-10T00:29:00.0,2022-04-10T03:49:00.0,0.48333333333333334
CH140,KR_U280,KR2314,5.583333333333333,37.89,2022-04-26,02:21:00.0,2022-04-26,07:56:00.0,2,7,April,Tuesday,335.0,Weekday,30,2022-04-26T02:21:00.0,2022-04-26T07:56:00.0,2.35
CH140,KR_U280,KR2315,6.016666666666667,40.7,2022-04-30,04:08:00.0,2022-04-30,10:09:00.0,4,10,April,Saturday,361.0,Weekend,30,2022-04-30T04:08:00.0,2022-04-30T10:09:00.0,4.133333333333334
CH140,KR_U280,KR2316,5.466666666666667,36.6,2022-03-20,01:15:00.0,2022-03-20,06:43:00.0,1,6,March,Sunday,328.0,Weekend,30,2022-03-20T01:15:00.0,2022-03-20T06:43:00.0,1.25
CH140,KR_U280,KR2317,5.866666666666666,37.6,2022-03-28,21:35:00.0,2022-03-29,03:27:00.0,21,3,March,Monday,352.0,Weekday,30,2022-03-28T21:35:00.0,2022-03-29T03:27:00.0,21.583333333333332
CH155,KR_U186,KR2340,2.85,17.5,2022-06-22,11:54:00.0,2022-06-22,14:45:00.0,11,14,June,Wednesday,171.0,Weekday,13,2022-06-22T11:54:00.0,2022-06-22T14:45:00.0,11.9
CH155,KR_U186,KR2341,2.3833333333333333,13.8,2022-02-28,11:49:00.0,2022-02-28,14:12:00.0,11,14,February,Monday,143.0,Weekday,13,2022-02-28T11:49:00.0,2022-02-28T14:12:00.0,11.816666666666666
CH155,KR_U186,KR2342,0.5666666666666667,3.7,2021-12-14,08:55:00.0,2021-12-14,09:29:00.0,8,9,December,Tuesday,34.0,Weekday,13,2021-12-14T08:55:00.0,2021-12-14T09:29:00.0,8.916666666666666
CH177,KR_U109,KR2428,0.8666666666666667,6.0,2022-07-06,22:48:00.0,2022-07-06,23:40:00.0,22,23,July,Wednesday,52.0,Weekday,2,2022-07-06T22:48:00.0,2022-07-06T23:40:00.0,22.8
CH177,KR_U109,KR2429,2.3666666666666667,16.7,2022-05-31,23:05:00.0,2022-06-01,01:27:00.0,23,1,May,Tuesday,142.0,Weekday,2,2022-05-31T23:05:00.0,2022-06-01T01:27:00.0,23.083333333333332
CH177,KR_U109,KR2430,2.7,19.2,2022-06-16,08:33:00.0,2022-06-16,11:15:00.0,8,11,June,Thursday,162.0,Weekday,2,2022-06-16T08:33:00.0,2022-06-16T11:15:00.0,8.55
CH177,KR_U109,KR2431,2.75,19.4,2022-06-23,21:56:00.0,2022-06-24,00:41:00.0,21,0,June,Thursday,165.0,Weekday,2,2022-06-23T21:56:00.0,2022-06-24T00:41:00.0,21.933333333333334
CH177,KR_U109,KR2432,2.3666666666666667,16.7,2022-05-02,23:41:00.0,2022-05-03,02:03:00.0,23,2,May,Monday,142.0,Weekday,2,2022-05-02T23:41:00.0,2022-05-03T02:03:00.0,23.683333333333334
CH177,KR_U109,KR2433,3.6666666666666665,25.8,2022-05-05,01:33:00.0,2022-05-05,05:13:00.0,1,5,May,Thursday,220.0,Weekday,2,2022-05-05T01:33:00.0,2022-05-05T05:13:00.0,1.55
CH177,KR_U109,KR2434,3.65,25.6,2022-05-07,00:04:00.0,2022-05-07,03:43:00.0,0,3,May,Saturday,219.0,Weekend,2,2022-05-07T00:04:00.0,2022-05-07T03:43:00.0,0.06666666666666667
CH177,KR_U109,KR2435,2.6333333333333333,18.5,2022-05-14,23:40:00.0,2022-05-15,02:18:00.0,23,2,May,Saturday,158.0,Weekend,2,2022-05-14T23:40:00.0,2022-05-15T02:18:00.0,23.666666666666668
CH177,KR_U109,KR2436,3.316666666666667,23.4,2022-05-22,22:48:00.0,2022-05-23,02:07:00.0,22,2,May,Sunday,199.0,Weekend,2,2022-05-22T22:48:00.0,2022-05-23T02:07:00.0,22.8
CH177,KR_U109,KR2437,1.5666666666666667,11.0,2022-05-26,23:34:00.0,2022-05-27,01:08:00.0,23,1,May,Thursday,94.0,Weekday,2,2022-05-26T23:34:00.0,2022-05-27T01:08:00.0,23.566666666666666
CH177,KR_U109,KR2438,3.5,24.0,2022-04-01,19:56:00.0,2022-04-01,23:26:00.0,19,23,April,Friday,210.0,Weekday,2,2022-04-01T19:56:00.0,2022-04-01T23:26:00.0,19.933333333333334
CH177,KR_U109,KR2439,2.2666666666666666,15.6,2022-04-18,22:12:00.0,2022-04-19,00:28:00.0,22,0,April,Monday,136.0,Weekday,2,2022-04-18T22:12:00.0,2022-04-19T00:28:00.0,22.2
CH177,KR_U109,KR2440,1.3333333333333333,9.5,2022-04-26,23:20:00.0,2022-04-27,00:40:00.0,23,0,April,Tuesday,80.0,Weekday,2,2022-04-26T23:20:00.0,2022-04-27T00:40:00.0,23.333333333333332
CH177,KR_U109,KR2441,2.3333333333333335,16.4,2022-04-29,05:24:00.0,2022-04-29,07:44:00.0,5,7,April,Friday,140.0,Weekday,2,2022-04-29T05:24:00.0,2022-04-29T07:44:00.0,5.4
CH177,KR_U109,KR2442,3.183333333333333,22.1,2022-03-02,19:40:00.0,2022-03-02,22:51:00.0,19,22,March,Wednesday,191.0,Weekday,2,2022-03-02T19:40:00.0,2022-03-02T22:51:00.0,19.666666666666668
CH177,KR_U109,KR2443,2.1666666666666665,15.2,2022-03-18,23:23:00.0,2022-03-19,01:33:00.0,23,1,March,Friday,130.0,Weekday,2,2022-03-18T23:23:00.0,2022-03-19T01:33:00.0,23.383333333333333
CH177,KR_U109,KR2444,0.8333333333333334,5.9,2022-03-30,19:44:00.0,2022-03-30,20:34:00.0,19,20,March,Wednesday,50.0,Weekday,2,2022-03-30T19:44:00.0,2022-03-30T20:34:00.0,19.733333333333334
CH177,KR_U109,KR2445,2.3833333333333333,16.8,2022-03-30,20:40:00.0,2022-03-30,23:03:00.0,20,23,March,Wednesday,143.0,Weekday,2,2022-03-30T20:40:00.0,2022-03-30T23:03:00.0,20.666666666666668
CH177,KR_U109,KR2446,2.9833333333333334,18.5,2022-02-28,19:51:00.0,2022-02-28,22:50:00.0,19,22,February,Monday,179.0,Weekday,2,2022-02-28T19:51:00.0,2022-02-28T22:50:00.0,19.85
CH177,KR_U109,KR2447,3.1666666666666665,21.9,2022-01-03,18:45:00.0,2022-01-03,21:55:00.0,18,21,January,Monday,190.0,Weekday,2,2022-01-03T18:45:00.0,2022-01-03T21:55:00.0,18.75
CH177,KR_U109,KR2448,2.4,15.5,2022-01-05,18:26:00.0,2022-01-05,20:50:00.0,18,20,January,Wednesday,144.0,Weekday,2,2022-01-05T18:26:00.0,2022-01-05T20:50:00.0,18.433333333333334
CH177,KR_U109,KR2449,2.55,17.1,2022-01-07,18:13:00.0,2022-01-07,20:46:00.0,18,20,January,Friday,153.0,Weekday,2,2022-01-07T18:13:00.0,2022-01-07T20:46:00.0,18.216666666666665
CH177,KR_U109,KR2450,3.7,22.9,2022-01-09,16:21:00.0,2022-01-09,20:03:00.0,16,20,January,Sunday,222.0,Weekend,2,2022-01-09T16:21:00.0,2022-01-09T20:03:00.0,16.35
CH177,KR_U109,KR2451,3.5,23.4,2022-01-12,18:39:00.0,2022-01-12,22:09:00.0,18,22,January,Wednesday,210.0,Weekday,2,2022-01-12T18:39:00.0,2022-01-12T22:09:00.0,18.65
CH177,KR_U109,KR2452,3.5,23.5,2022-01-14,21:17:00.0,2022-01-15,00:47:00.0,21,0,January,Friday,210.0,Weekday,2,2022-01-14T21:17:00.0,2022-01-15T00:47:00.0,21.283333333333335
CH177,KR_U109,KR2453,3.183333333333333,21.7,2021-11-23,00:39:00.0,2021-11-23,03:50:00.0,0,3,November,Tuesday,191.0,Weekday,2,2021-11-23T00:39:00.0,2021-11-23T03:50:00.0,0.65
CH200,KR_U109,KR2656,3.4,24.3,2022-07-10,22:58:00.0,2022-07-11,02:22:00.0,22,2,July,Sunday,204.0,Weekend,2,2022-07-10T22:58:00.0,2022-07-11T02:22:00.0,22.966666666666665
